,"Productions agricoles francaises conventionnelles
"Crevette, Chine, conventionnelle, à la ferme, France","Fresh shrimps, China production {FR} U",Aquaculture,Agricultural\Animal production\Seafood\Transformation,1.35E+00,7.74E+00,8.64E-07,6.49E-01,2.99E-02,5.10E-07,1.11E-07,7.68E-09,4.97E-02,3.58E-03,5.15E-02,1.30E-01,1.41E+02,1.03E+02,7.67E+01,8.49E+01,2.09E-05,2.13E-02,7.27E+00,4.44E-01
"Dinde, conventionnel, à la ferme, France","Turkey, conventional, at farm gate {FR} U",Elevage,Agricultural\Animal production\Avian\Transformation,4.86E-01,2.85E+00,4.62E-08,1.70E-01,1.07E-02,5.54E-07,5.51E-08,2.81E-09,7.98E-02,3.73E-04,2.20E-02,3.45E-01,1.28E+02,1.47E+02,7.91E-01,1.73E+01,8.75E-06,3.31E-02,1.76E+00,1.06E+00
"Dinde, Label Rouge, à la ferme, France","Turkey, Label Rouge, at farm gate {FR} U",Elevage,Agricultural\Animal production\Avian\Transformation,7.18E-01,3.92E+00,6.26E-08,2.30E-01,1.45E-02,8.71E-07,7.51E-08,3.82E-09,1.25E-01,5.06E-04,3.11E-02,5.45E-01,1.75E+02,2.13E+02,1.08E+00,2.33E+01,1.19E-05,4.51E-02,2.42E+00,1.46E+00
"Endive conventionnelle, précoce, à la ferme, France","Chicory witloof, early, conventional at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,4.56E-02,3.21E-01,7.53E-08,2.00E-01,8.43E-04,1.09E-08,6.08E-09,4.60E-10,1.21E-03,7.07E-05,2.26E-03,3.18E-03,1.67E+01,3.88E+01,9.66E-02,7.14E+00,3.50E-06,2.62E-04,3.20E-01,1.04E-03
"Endive conventionnelle, saison, à la ferme, France","Chicory witloof, season, conventional at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,3.53E-02,2.47E-01,6.04E-08,2.18E-01,5.84E-04,9.03E-09,4.43E-09,3.38E-10,9.44E-04,5.27E-05,1.27E-03,2.52E-03,1.09E+01,2.55E+01,7.65E-02,6.37E+00,2.82E-06,2.32E-04,2.46E-01,6.72E-04
"Endive conventionnelle, tardive, à la ferme, France","Chicory witloof, late, conventional at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,6.33E-02,3.60E-01,7.95E-08,5.64E-01,9.44E-04,1.48E-08,7.94E-09,4.85E-10,1.54E-03,8.98E-05,2.10E-03,3.85E-03,1.31E+01,3.80E+01,1.07E-01,1.44E+01,5.78E-06,4.66E-04,3.59E-01,8.10E-04
"Endive, conventionnelle, moyenne nationale, à la ferme, France","Chicory witloof, conventional, national average at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,4.86E-02,3.07E-01,7.10E-08,3.53E-01,7.80E-04,1.17E-08,6.16E-09,4.21E-10,1.24E-03,7.11E-05,1.80E-03,3.18E-03,1.29E+01,3.32E+01,9.28E-02,9.72E+00,4.14E-06,3.32E-04,3.06E-01,8.00E-04
"Féverole, conventionnel, moyenne nationale, à la ferme, France","Spring faba bean, conventional, national average, at farm gate {FR} U",Culture,Agricultural\Plant production\Legumes\Transformation,4.62E-02,3.03E-01,4.63E-09,6.13E-03,4.82E-04,7.97E-09,2.71E-09,6.75E-10,1.13E-03,1.20E-04,7.20E-03,4.04E-03,1.81E+01,1.08E+02,3.02E-02,1.28E+00,9.37E-07,4.39E-05,1.75E-01,1.27E-01
"Féverole, conventionnel, protection intégrée, à la ferme, France","Spring faba bean, conventional, reduced protection, at farm gate {FR} U",Culture,Agricultural\Plant production\Legumes\Transformation,4.50E-02,3.00E-01,4.44E-09,5.95E-03,4.73E-04,7.91E-09,2.65E-09,6.73E-10,1.13E-03,1.19E-04,7.20E-03,4.03E-03,1.51E+01,1.08E+02,3.02E-02,1.24E+00,9.09E-07,4.28E-05,1.72E-01,1.27E-01
"Fibres de chanvre, France","Hemp fibre, without processing {FR} U",Culture,Agricultural\Plant production\Cereals\Transformation,7.08E-02,3.67E-01,3.06E-09,7.86E-03,8.84E-04,5.80E-08,2.74E-08,9.60E-10,8.48E-03,2.15E-04,6.08E-03,3.76E-02,2.29E+00,1.05E+02,4.03E-02,1.70E+00,1.57E-06,5.73E-05,2.43E-01,1.24E-01
"Fraise conventionnelle, hors sol sous abri anti gel, à la ferme, France","Strawberry, soilless protected crops, frost protection, conventional, at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,1.18E-01,8.76E-01,2.84E-08,2.45E-01,3.00E-03,4.93E-08,1.42E-08,1.41E-09,5.14E-03,6.19E-04,2.65E-03,1.57E-02,1.49E+01,1.14E+01,7.73E-01,1.92E+01,1.29E-05,8.54E-04,8.74E-01,6.75E-04
"Fraise conventionnelle, hors sol sous abri chauffé, à la ferme, France","Strawberry, soilless protected crops, heated, conventional, at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,2.89E-01,3.14E+00,1.24E-07,4.48E-01,8.93E-03,1.64E-07,2.58E-08,2.36E-09,1.15E-02,8.59E-04,4.40E-03,3.37E-02,2.31E+01,3.01E+01,1.06E+00,5.53E+01,1.93E-05,3.90E-03,3.13E+00,1.93E-03
"Fraise conventionnelle, hors sol sous abri non chauffé, à la ferme, France","Strawberry, soilless protected crops, non-heated, conventional, at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,1.27E-01,7.21E-01,1.83E-08,1.30E-01,2.95E-03,5.97E-08,1.43E-08,1.68E-09,6.12E-03,1.12E-03,4.70E-03,2.05E-02,1.37E+01,1.35E+01,1.25E+00,1.40E+01,1.50E-05,9.35E-04,7.20E-01,8.46E-04
"Fraise conventionnelle, moyenne nationale, à la ferme, France","Strawberry, conventional, national average, at farm gate {FR} U",Culture,Agricultural\Plant production\Fruits\Transformation,1.29E-01,1.08E+00,3.82E-08,1.94E-01,3.51E-03,6.80E-08,1.66E-08,1.45E-09,6.06E-03,5.02E-04,2.81E-03,1.93E-02,1.45E+01,1.78E+01,8.78E-01,2.06E+01,1.22E-05,1.30E-03,1.08E+00,8.38E-04
"Fraise conventionnelle, plein champ, à la ferme, France","Strawberry, open field, conventional, at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,5.09E-02,1.78E-01,6.97E-09,6.59E-02,9.27E-04,3.27E-08,1.25E-08,3.80E-10,4.82E-03,6.60E-05,3.98E-03,1.98E-02,8.69E+00,3.32E+01,1.03E+00,3.32E+00,1.77E-06,1.37E-04,1.78E-01,1.71E-04
"Fraise conventionnelle, sol sous abri non chauffé, à la ferme, France","Strawberry, soil protected crops, non-heated, conventional, at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,7.19E-02,4.76E-01,1.31E-08,8.01E-02,1.85E-03,4.01E-08,1.52E-08,1.29E-09,3.86E-03,1.38E-04,6.71E-04,1.23E-02,1.18E+01,9.97E+00,6.32E-01,1.02E+01,1.07E-05,6.58E-04,4.75E-01,5.61E-04
"Fraise industrie, plein champ, conventionnel, à la ferme, Espagne","Strawberry for processing, open field, conventional, at farm gate {ES} U",Culture,Agricultural\Plant production\Fruits\Transformation,1.32E-01,2.40E-01,8.54E-09,6.98E-02,1.25E-03,3.49E-08,1.33E-08,3.29E-10,5.16E-03,6.96E-05,4.06E-03,2.11E-02,9.12E+00,9.82E+01,1.05E+01,4.27E+00,2.27E-06,1.50E-04,2.40E-01,1.86E-04
"Fraise industrie, plein champ, conventionnel, à la ferme, maroc","Strawberry for processing, open field, conventional, at farm gate {MA} U",Culture,Agricultural\Plant production\Fruits\Transformation,1.32E-01,1.68E-01,6.86E-09,6.54E-02,7.57E-04,3.37E-08,1.27E-08,2.90E-10,4.82E-03,6.54E-05,3.92E-03,1.96E-02,8.70E+00,6.39E+01,1.16E+01,3.26E+00,1.67E-06,1.35E-04,1.67E-01,1.66E-04
"Fraise industrie, plein champ, conventionnel, à la ferme, Pologne","Strawberry for processing, open field, conventional, at farm gate {PL} U",Culture,Agricultural\Plant production\Fruits\Transformation,5.51E-02,1.68E-01,6.86E-09,6.54E-02,7.57E-04,3.37E-08,1.27E-08,2.90E-10,4.82E-03,6.54E-05,3.92E-03,1.96E-02,8.70E+00,1.36E+02,3.61E-01,3.26E+00,1.67E-06,1.35E-04,1.67E-01,1.66E-04
"Gadidae, mer celtique, chalut de fond, au débarquement, France","Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U",Pêche,Agricultural\Animal production\Fish\Transformation,6.25E-01,3.58E+00,7.75E-08,2.81E-02,7.98E-02,8.33E-07,1.41E-08,2.31E-09,1.09E-01,1.13E-04,2.66E-02,2.90E-01,2.06E+01,3.10E+00,9.58E-02,4.64E+01,7.99E-06,5.04E-04,3.58E+00,2.96E-03
"Génisse allaitante  système d'engraissement conventionnel, plus de 1,2 UGB par ha, à la ferme, France","Suckler heifer, conventional, fattening system, more than 1.2 LU per ha, at farm gate {FR} U",Elevage,Agricultural\Animal production\Bovine\Transformation,1.72E+00,1.81E+01,6.68E-08,4.79E-01,2.61E-02,1.82E-06,2.83E-07,6.37E-09,2.71E-01,5.40E-04,6.15E-02,1.21E+00,5.74E+01,1.02E+03,1.75E+00,3.20E+01,1.67E-05,1.35E+01,4.62E+00,5.25E-02
"Grain de café (robusta), dépulpés, au Brésil, au départ de l'exploitation, Brésil","Coffee bean (Robusta), depulped, Brazil, at farm gate {BR} U",Culture,Agricultural\Plant production\Fruits\Transformation,5.25E-01,1.63E+00,3.68E-08,4.21E-02,6.83E-03,3.22E-07,1.62E-08,5.01E-10,4.74E-02,1.95E-04,3.46E-02,2.02E-01,6.36E+02,2.24E+02,7.21E-01,1.02E+01,1.18E-05,6.95E-04,1.62E+00,6.53E-04
"Graine de chanvre, Champagne, à la ferme, France","Hemp, grain, Champagne, at farm gate {FR} U",Culture,Agricultural\Plant production\Cereals\Transformation,1.62E-01,8.42E-01,7.03E-09,1.81E-02,2.03E-03,1.33E-07,6.28E-08,2.20E-09,1.94E-02,4.93E-04,1.39E-02,8.62E-02,5.26E+00,2.42E+02,9.25E-02,3.91E+00,3.61E-06,1.32E-04,5.58E-01,2.84E-01
"Graine de tournesol,  conventionnel, 9% d'humidité, moyenne nationale, aliment pour animaux, à la ferme, France","Sunflower grain, conventional, 9% moisture, national average, animal feed, at farm gate, production {FR} U",Culture,Agricultural\Plant production\Oil seeds\Transformation,1.29E-01,8.97E-01,1.03E-08,3.15E-02,1.94E-03,6.80E-08,3.54E-08,3.24E-09,8.27E-03,5.26E-04,1.13E-02,4.18E-02,1.42E+01,2.41E+02,2.05E-01,3.91E+00,2.96E-06,3.60E-02,5.78E-01,2.83E-01
"Graine de tournesol, levier culture intermédiaire, à la ferme, France","Sunflower grain, systematic covercropping scenario, at farm gate {FR} U",Culture,Agricultural\Plant production\Oil seeds\Transformation,1.09E-01,7.85E-01,7.44E-09,1.53E-02,1.60E-03,3.65E-08,3.38E-09,3.59E-09,5.65E-03,7.19E-04,1.02E-02,2.32E-02,1.01E+01,2.42E+02,1.13E-01,3.50E+00,2.61E-06,1.12E-04,5.00E-01,2.85E-01
"Graine de tournesol, levier légumineuse dans rotation, à la ferme, France","Sunflower grain, protein crop scenario, at farm gate {FR} U",Culture,Agricultural\Plant production\Oil seeds\Transformation,1.16E-01,7.99E-01,6.12E-09,1.27E-02,1.73E-03,4.45E-08,2.98E-09,3.55E-09,6.97E-03,7.12E-04,1.31E-02,2.94E-02,9.58E+00,2.40E+02,1.34E-01,2.96E+00,2.27E-06,1.12E-04,5.17E-01,2.82E-01
"Graine de tournesol, scénario de base, à la ferme, France","Sunflower grain, basis scenario without lever, at farm gate {FR} U",Culture,Agricultural\Plant production\Oil seeds\Transformation,1.15E-01,7.97E-01,6.12E-09,1.27E-02,1.73E-03,4.45E-08,2.99E-09,3.55E-09,6.97E-03,7.12E-04,1.26E-02,2.94E-02,9.56E+00,2.40E+02,1.34E-01,2.96E+00,2.26E-06,1.12E-04,5.15E-01,2.82E-01
"Graines de lin extrudées, aliment Bleu Blanc Coeur, à la ferme, France","Flaxseed extruded, Bleu Blanc Coeur feed, at farm gate {FR} U",Culture,Agricultural\Plant production\Oil seeds\Transformation,1.71E-01,1.13E+00,1.46E-08,4.12E-02,2.93E-03,1.11E-07,1.56E-08,3.13E-09,1.72E-02,4.83E-04,1.57E-02,7.50E-02,1.45E+01,2.78E+02,2.49E-01,6.11E+00,3.94E-06,2.26E-04,8.00E-01,3.26E-01
"Graines de lin, paille, Normandie, à la ferme, France","Flaxseed, straw, ret, Normandie, at farm gate {FR} U",Culture,Agricultural\Plant production\Oil seeds\Transformation,4.09E-02,2.97E-01,5.21E-09,1.52E-02,7.26E-04,1.54E-08,3.32E-08,6.50E-10,2.57E-03,1.06E-04,1.08E-03,5.51E-03,8.15E+00,6.47E+01,6.94E-02,2.76E+00,2.66E-06,8.96E-05,2.22E-01,7.52E-02
"Grande truite, 2-4 kg, conventionnel, à la ferme, France","Large trout, 2-4kg, conventional, at farm gate {FR} U",Aquaculture,Agricultural\Animal production\Fish\Transformation,5.89E-01,2.24E+00,1.65E-07,7.75E-01,9.68E-03,1.26E-07,2.73E-08,1.29E-09,1.46E-02,1.01E-02,4.74E-02,5.17E-02,5.17E+01,4.89E+01,1.74E+01,3.61E+01,7.40E-06,1.12E-02,1.89E+00,3.42E-01
"Hareng de l'Atlantique, Clupea harengus, atlantique nord est, chalut pélagique, au débarquement, Pays-Bas","Atlantic Herring, Clupea harengus, NEA, Pelagic Trawl, average, at landing {NL} U",Pêche,Agricultural\Animal production\Fish\Transformation,9.54E-02,5.67E-01,3.94E-08,4.63E-03,1.20E-02,1.26E-07,2.11E-09,3.19E-10,1.65E-02,2.20E-05,4.00E-03,4.35E-02,3.17E+00,6.60E-01,1.48E-02,6.97E+00,1.46E-06,7.21E-04,5.66E-01,1.15E-03
"Haricot français, moyenne conventionnelle, nationale, à la ferme, France","French bean, conventional, national average, at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,3.80E-02,9.59E-02,9.53E-09,2.60E-03,4.88E-04,2.78E-08,1.46E-09,1.81E-10,4.23E-03,5.23E-05,1.93E-03,1.87E-02,9.41E+00,6.91E+01,8.59E-01,6.51E-01,4.72E-07,2.30E-05,9.59E-02,2.01E-05
"Homard, au débarquement, France","Lobster, 1 kg of product, at landing {FR} U",Pêche,Agricultural\Animal production\Seafood\Transformation,2.71E+00,1.53E+01,6.73E-07,8.62E-01,2.05E-01,2.21E-06,3.01E-07,2.16E-08,2.78E-01,4.46E-03,6.59E-02,7.04E-01,1.37E+02,4.04E+01,1.33E+00,2.33E+02,5.38E-04,3.09E-01,1.50E+01,7.65E-02
"Kiwi FR, conventionnel, moyenne nationale, au verger, France","Kiwi FR, conventional, national average, at orchard {FR} U",Culture,Agricultural\Plant production\Fruits\Transformation,5.35E-02,2.77E-01,6.01E-09,2.10E-02,1.02E-03,3.27E-08,9.31E-09,6.62E-10,2.82E-03,7.36E-05,5.30E-04,1.45E-02,4.12E+00,4.64E+01,1.64E+00,2.47E+00,6.52E-06,3.67E-02,2.41E-01,1.96E-04
"Laine, conventionnel, système Roquefort, à la ferme, France","Wool, conventional, Roquefort system, at farm gate {FR} U",Elevage,Agricultural\Animal production\Ovine\Transformation,6.12E-01,4.61E+00,1.95E-08,1.71E-01,5.73E-03,7.73E-07,5.75E-08,2.01E-09,1.12E-01,2.48E-04,2.14E-02,4.98E-01,1.88E+01,5.25E+02,3.97E-01,1.10E+01,6.08E-06,2.86E+00,1.70E+00,3.94E-02
"Laine, système de production conventionnel, intérieur, à la ferme, France","Wool, conventional, indoor production system, at farm gate {FR} U",Elevage,Agricultural\Animal production\Ovine\Transformation,4.81E-01,4.31E+00,1.52E-08,6.06E-02,6.59E-03,5.35E-07,7.77E-08,2.02E-09,7.93E-02,1.81E-04,1.68E-02,3.53E-01,1.62E+01,4.67E+02,2.31E-01,6.61E+00,4.82E-06,3.01E+00,1.23E+00,7.22E-02
"Lait de brebis, conventionnel, système Roquefort, à la ferme, France","Sheep milk, conventional, Roquefort system, at farm gate {FR} U",Elevage,Agricultural\Animal production\Dairy\Transformation,2.41E-01,1.84E+00,7.01E-09,6.95E-02,2.13E-03,3.02E-07,2.23E-08,7.58E-10,4.38E-02,9.11E-05,8.72E-03,1.94E-01,6.80E+00,2.12E+02,1.08E-01,4.35E+00,2.35E-06,1.15E+00,6.63E-01,2.50E-02
"Lait de chèvre, fourrage intensif, à la ferme, France","Goat milk, conventional, intensive forage area, at farm gate {FR} U",Elevage,Agricultural\Animal production\Dairy\Transformation,1.72E-01,1.19E+00,8.27E-09,8.22E-02,2.06E-03,2.22E-07,1.58E-08,5.80E-10,3.13E-02,1.13E-04,5.57E-03,1.37E-01,1.06E+01,9.10E+01,4.56E-01,4.74E+00,2.39E-06,5.67E-01,5.53E-01,7.23E-02
"Lait de vache, moyenne nationale, à la ferme, France","Cow milk, conventional, national average, at farm gate {FR} U",Elevage,Agricultural\Animal production\Dairy\Transformation,1.05E-01,1.11E+00,6.12E-09,3.51E-02,1.77E-03,1.01E-07,1.36E-08,5.29E-10,1.50E-02,6.81E-05,3.99E-03,6.56E-02,1.46E+01,5.91E+01,1.15E-01,2.25E+00,1.82E-06,7.18E-01,2.73E-01,1.15E-01
"Lait de vache, système conventionnel, lait de plaine, maïs ensilage 10 à 30%, à la ferme, France","Cow milk, conventional, lowland milk system, silage maize 10 to 30%, at farm gate {FR} U",Elevage,Agricultural\Animal production\Dairy\Transformation,1.07E-01,1.05E+00,6.10E-09,3.34E-02,1.68E-03,1.07E-07,1.39E-08,5.27E-10,1.58E-02,6.61E-05,4.35E-03,6.93E-02,1.56E+01,5.77E+01,9.72E-02,2.09E+00,1.70E-06,6.60E-01,2.50E-01,1.46E-01
"Lait de vache, système conventionnel, lait de plaine, maïs ensilage 5 à 10%, à la ferme, France","Cow milk, conventional, lowland milk system, silage maize 5 to 10%, at farm gate {FR} U",Elevage,Agricultural\Animal production\Dairy\Transformation,1.11E-01,1.10E+00,3.83E-09,3.88E-02,1.73E-03,1.15E-07,1.85E-08,4.51E-10,1.71E-02,4.12E-05,4.33E-03,7.54E-02,8.50E+00,7.32E+01,8.97E-02,2.06E+00,1.82E-06,7.46E-01,2.22E-01,1.30E-01
"Lait de vache, système conventionnel, Lait de plaine, maïs ensilage plus de 30%, à la ferme, France","Cow milk, conventional, lowland milk system, silage maize more than 30%, at farm gate {FR} U",Elevage,Agricultural\Animal production\Dairy\Transformation,9.93E-02,1.06E+00,6.48E-09,3.33E-02,1.71E-03,9.09E-08,1.26E-08,5.35E-10,1.35E-02,7.12E-05,4.09E-03,5.87E-02,1.72E+01,4.98E+01,1.20E-01,2.19E+00,1.80E-06,6.54E-01,2.60E-01,1.45E-01
"Lait de vache, système conventionnel, montagne, nourri à l'herbe, à la ferme, France","Cow milk, conventional, highland milk system, grass fed, at farm gate {FR} U",Elevage,Agricultural\Animal production\Dairy\Transformation,1.30E-01,1.40E+00,5.53E-09,4.43E-02,2.17E-03,1.34E-07,1.59E-08,5.38E-10,1.99E-02,6.84E-05,2.93E-03,8.77E-02,3.97E+00,9.80E+01,1.32E-01,2.87E+00,2.10E-06,1.08E+00,3.90E-01,-6.85E-02
"Laitue conventionnelle, automne sous tunnel, à la ferme, France","Lettuce, autumn under tunnel, conventional, at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,1.99E-02,9.93E-02,2.99E-09,2.94E-02,4.01E-04,9.86E-09,1.92E-08,3.39E-10,1.05E-03,2.65E-05,3.51E-04,3.91E-03,3.01E+00,2.83E+00,2.84E-01,2.58E+00,1.70E-06,1.47E-03,9.76E-02,2.77E-04
"Laitue conventionnelle, hiver sous tunnel, à la ferme, France","Lettuce, winter under tunnel, conventional, at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,2.42E-02,1.35E-01,3.80E-09,2.38E-02,5.45E-04,1.30E-08,1.99E-08,4.26E-10,1.38E-03,3.57E-05,4.01E-04,5.15E-03,3.41E+00,3.51E+00,3.04E-01,2.93E+00,2.36E-06,1.47E-03,1.34E-01,2.81E-04
"Laitue conventionnelle, moyenne nationale, à la ferme, France","Lettuce, conventional, national average, at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,2.04E-02,9.77E-02,3.19E-09,3.75E-02,3.90E-04,8.89E-09,2.21E-08,3.13E-10,1.04E-03,2.18E-05,7.40E-04,3.97E-03,2.34E+00,3.42E+00,3.16E-01,2.50E+00,1.47E-06,8.88E-04,9.66E-02,1.89E-04
"Laitue conventionnelle, plein champ, à la ferme, France","Lettuce, open field, conventional, at farm gate {FR} U",Culture,Agricultural\Plant production\Vegetables\Transformation,1.81E-02,7.22E-02,2.92E-09,5.07E-02,2.82E-04,5.56E-09,2.51E-08,2.21E-10,8.06E-04,9.78E-06,1.21E-03,3.23E-03,1.16E+00,3.73E+00,3.39E-01,2.13E+00,7.50E-07,9.00E-05,7.20E-02,6.55E-05
"Lapin de réforme, conventionnel, en cage, à la ferme, France","Cull rabbit, conventional, in cage, at farm gate {FR} U",Elevage,Agricultural\Animal production\Others\Transformation,7.04E-01,8.69E+00,1.78E-07,1.39E+00,1.99E-02,3.26E-07,9.56E-08,7.14E-09,3.67E-02,1.21E-03,2.49E-02,1.36E-01,8.71E+01,3.72E+02,1.22E+00,8.90E+01,2.80E-05,2.51E+00,5.42E+00,7.70E-01
"Lapin, conventionnel, en cage, à la ferme, France","Rabbit, conventional, in cage, at farm gate {FR} U",Elevage,Agricultural\Animal production\Others\Transformation,2.64E-01,3.44E+00,3.24E-08,2.61E-01,6.32E-03,1.78E-07,3.43E-08,2.07E-09,2.22E-02,4.04E-04,1.03E-02,9.11E-02,3.41E+01,1.45E+02,3.59E-01,1.66E+01,6.46E-06,1.89E+00,1.23E+00,3.21E-01
"Lupin de printemps, 2013, conventionnel, moyenne nationale, à la ferme, France","Spring lupin, 2013, conventional, national average, at farm gate, production {FR} U",Culture,Agricultural\Plant production\Legumes\Transformation,1.21E-01,9.17E-01,9.36E-09,1.85E-02,1.11E-03,2.44E-08,4.54E-09,3.55E-09,1.93E-03,4.53E-04,1.84E-02,1.02E-02,8.60E+00,3.48E+02,7.84E-02,3.39E+00,2.75E-06,4.30E-02,4.68E-01,4.06E-01
"Lupin de printemps, 2015, conventionnel, moyenne nationale, à la ferme, France","Spring lupin, 2015, conventional, national average, at farm gate, production {FR} U",Culture,Agricultural\Plant production\Legumes\Transformation,2.48E-01,8.90E-01,9.87E-09,2.06E-02,1.46E-03,2.96E-07,3.79E-08,2.65E-09,4.26E-02,4.35E-04,1.86E-02,1.88E-01,1.04E+01,3.28E+02,1.54E-01,3.65E+00,3.58E-06,1.34E-04,5.07E-01,3.83E-01
"Lupin d'hiver, 2013, conventionnel, moyenne nationale, à la ferme, France","Winter lupin, 2013, conventional, national average, at farm gate, production {FR} U",Culture,Agricultural\Plant production\Legumes\Transformation,8.79E-02,6.25E-01,6.26E-09,1.05E-02,6.85E-04,1.21E-08,2.37E-09,2.58E-09,1.06E-03,3.63E-04,1.49E-02,4.34E-03,6.10E+00,2.72E+02,6.00E-02,1.93E+00,1.56E-06,1.60E-02,2.89E-01,3.19E-01
"Lupin d'hiver, 2015, conventionnel, moyenne nationale, à la ferme, France","Winter lupin, 2015, conventional, national average, at farm gate, production {FR} U",Culture,Agricultural\Plant production\Legumes\Transformation,8.65E-02,5.51E-01,3.72E-09,1.03E-02,9.31E-04,2.53E-08,1.25E-08,1.75E-09,3.68E-03,3.09E-04,1.28E-02,1.49E-02,7.78E+00,2.30E+02,8.70E-02,2.07E+00,1.67E-06,7.36E-05,2.81E-01,2.70E-01
"Lupin, conventionnel, moyenne nationale, à la ferme, France","Lupin, conventional, national average, at farm gate, production {FR} U",Culture,Agricultural\Plant production\Legumes\Transformation,1.15E-01,6.78E-01,6.31E-09,1.30E-02,9.46E-04,5.83E-08,1.13E-08,2.44E-09,7.94E-03,3.67E-04,1.52E-02,3.46E-02,7.68E+00,2.76E+02,8.56E-02,2.43E+00,2.06E-06,1.20E-02,3.43E-01,3.23E-01
"Luzerne déshydratée, conventionnelle, processus avec énergie 100% biomasse, sortie usine, France","Alfalfa, dehydrated, 100% biomass energy process, conventional, at feed plant {FR} U",Culture,Agricultural\Animal feed\Feed ingredients\Transformation\Legumes based,4.17E-02,2.60E-01,5.75E-09,7.37E-02,1.98E-03,3.90E-08,7.66E-09,2.89E-10,1.85E-03,4.54E-05,2.98E-03,6.59E-03,7.16E+00,6.12E+01,5.99E-02,3.57E+00,1.47E-06,7.29E-04,1.99E-01,6.03E-02
"Luzerne déshydratée, conventionnelle, sortie usine, France","Alfalfa, dehydrated, with new energies process, conventional, at feed plant {FR} U",Culture,Agricultural\Animal feed\Feed ingredients\Transformation\Legumes based,6.15E-02,5.51E-01,5.86E-09,7.62E-02,2.44E-03,5.26E-08,9.24E-09,3.14E-10,3.93E-03,2.23E-04,3.14E-03,7.96E-03,7.60E+00,5.64E+01,6.38E-02,6.14E+00,1.42E-06,4.42E-04,4.91E-01,6.02E-02
"Luzerne, conventionnel, par déshydratation, alimentation animale, à la ferme, France","Alfalfa, conventional, for dehydration, animal feed, at farm gate, production {FR} U",Culture,Agricultural\Plant production\Roughage\Transformation,2.45E-02,1.81E-01,3.90E-09,5.02E-03,7.32E-04,7.40E-09,5.16E-09,1.93E-10,9.63E-04,3.19E-05,2.60E-03,2.32E-03,6.52E+00,5.16E+01,5.21E-02,1.22E+00,1.09E-06,7.10E-05,1.21E-01,5.99E-02
